step,pmove,energy,energy_imag,potential,kinetic,variance,Lz,Lz_square,L_square
256,0.88,4.7199,-0.0034,2.6822,2.0377,0.0048,-0.0369,1.4748,4.6004
257,0.87,4.7329,+0.0070,2.6849,2.0480,0.0102,-0.0329,1.4904,4.9553
258,0.88,4.7250,-0.0019,2.6834,2.0416,0.0103,-0.0099,1.4242,4.6010
259,0.88,4.7132,-0.0041,2.6952,2.0180,0.0050,+0.0446,1.5272,4.3342
260,0.88,4.7168,-0.0050,2.6600,2.0568,0.0061,+0.1193,1.4590,4.4202
261,0.88,4.7185,-0.0005,2.6475,2.0711,0.0040,+0.0726,1.4940,4.8287
262,0.89,4.7282,-0.0029,2.6743,2.0538,0.0075,+0.0220,1.2359,4.2502
263,0.88,4.7136,+0.0118,2.6599,2.0537,0.0154,-0.1042,1.2518,4.2534
264,0.86,4.7271,-0.0042,2.6620,2.0652,0.0095,-0.0609,1.5999,4.4971
265,0.87,4.7277,+0.0066,2.6752,2.0525,0.0086,-0.2259,1.5676,4.3254
266,0.86,4.7375,-0.0065,2.7337,2.0038,0.0191,-0.1300,1.5677,3.9969
267,0.87,4.7312,-0.0007,2.7299,2.0013,0.0097,-0.1224,1.4518,4.5101
268,0.88,4.7286,-0.0071,2.7318,1.9968,0.0095,+0.1415,1.7189,4.6294
269,0.87,4.7352,+0.0005,2.7551,1.9801,0.0356,+0.2823,1.7861,4.7311
270,0.88,4.7500,-0.0083,2.7552,1.9948,0.0433,+0.0968,1.8301,5.1965
271,0.87,4.7368,+0.0011,2.7569,1.9798,0.0150,+0.0901,1.2430,5.2734
272,0.86,4.7522,-0.0021,2.7740,1.9782,0.0190,+0.1037,1.4610,5.2272
273,0.85,4.7280,+0.0042,2.7545,1.9734,0.0189,+0.1006,1.5412,4.9871
274,0.88,4.7373,+0.0049,2.7444,1.9930,0.0106,+0.0417,1.6585,5.0336
275,0.87,4.7199,+0.0008,2.7461,1.9738,0.0078,+0.0045,1.6270,4.8642
276,0.87,4.7373,-0.0023,2.7978,1.9395,0.0101,+0.0467,1.6016,4.7762
277,0.86,4.7600,+0.0088,2.7742,1.9859,0.0713,+0.0566,1.8127,4.8856
278,0.86,4.7247,-0.0018,2.7099,2.0148,0.0106,-0.0915,1.9187,5.0415
279,0.88,4.7320,-0.0025,2.7340,1.9980,0.0109,-0.0960,1.7286,4.5637
280,0.86,4.7305,-0.0012,2.7142,2.0163,0.0192,-0.0661,1.7807,4.6016
281,0.88,4.7505,-0.0039,2.7128,2.0377,0.0244,+0.0341,1.6489,4.7336
282,0.88,4.7267,+0.0003,2.7040,2.0227,0.0157,+0.0974,1.6847,4.8562
283,0.86,4.7433,+0.0076,2.7319,2.0114,0.0120,+0.1115,1.7743,4.8150
284,0.87,4.7539,-0.0002,2.7648,1.9891,0.0368,+0.2541,1.8120,4.9540
285,0.88,4.7341,-0.0019,2.6794,2.0547,0.0074,+0.3747,1.9354,4.9135
286,0.89,4.7475,+0.0035,2.6822,2.0653,0.0148,+0.2438,1.8037,4.7090
