step,pmove,energy,energy_imag,potential,kinetic,variance,Lz,Lz_square,L_square
258,0.80,3.9681,+0.0048,1.9435,2.0246,0.0371,-0.1930,4.8630,14.4085
259,0.80,4.0066,+0.0082,1.9983,2.0083,0.1470,-0.3089,4.8828,14.2767
260,0.80,3.9712,+0.0002,1.9509,2.0203,0.0306,-0.3319,5.5029,13.9026
261,0.81,3.9843,-0.0034,1.9560,2.0283,0.0226,-0.4221,5.7052,15.2092
262,0.80,3.9906,-0.0020,1.9623,2.0283,0.0154,-0.5079,5.6042,14.3312
263,0.80,3.9753,+0.0081,1.9396,2.0357,0.0104,-0.4510,5.5161,13.8022
264,0.79,3.9654,-0.0035,1.9367,2.0287,0.0104,-0.3289,5.1377,13.0046
265,0.81,3.9651,-0.0166,1.9628,2.0023,0.0352,+0.0107,5.3344,12.7060
266,0.81,3.9363,-0.0071,1.9279,2.0084,0.0848,-0.1497,5.1377,12.1458
267,0.79,3.9818,-0.0137,1.9590,2.0228,0.0149,-0.1016,4.5994,12.5262
268,0.81,3.9803,-0.0011,1.9202,2.0601,0.0113,+0.0228,4.4252,12.0328
269,0.82,3.9683,-0.0096,1.9003,2.0680,0.0053,-0.2985,5.5400,13.6426
270,0.81,3.9544,+0.0011,1.8993,2.0551,0.0075,-0.2231,5.2836,13.4332
271,0.81,3.9622,-0.0073,1.8927,2.0695,0.0093,-0.1195,4.7864,12.4527
272,0.82,3.9591,+0.0068,1.8734,2.0857,0.0079,+0.0230,4.1213,11.6934
273,0.82,3.9567,+0.0049,1.9206,2.0362,0.0154,-0.1757,4.4231,12.1687
274,0.81,3.9554,-0.0057,1.9142,2.0413,0.0294,-0.4110,4.2854,12.9319
275,0.79,3.9602,-0.0020,1.9199,2.0403,0.0082,-0.1072,4.4848,13.5729
276,0.79,3.9579,+0.0183,1.9505,2.0074,0.0200,-0.1726,4.3243,13.0813
277,0.80,3.9630,-0.0084,1.9462,2.0168,0.0122,-0.0266,4.3640,14.2320
278,0.84,3.9664,+0.0016,1.9603,2.0062,0.0183,-0.1505,3.9236,13.4744
279,0.81,3.9622,+0.0035,1.9699,1.9923,0.0194,-0.1225,4.3032,14.1179
280,0.81,3.9586,-0.0060,1.9574,2.0012,0.0095,-0.0855,3.7809,13.9770
281,0.81,3.9601,-0.0080,1.9387,2.0214,0.0170,+0.2138,4.7264,14.8447
282,0.80,3.9604,-0.0026,1.9096,2.0508,0.0120,+0.1155,4.5846,15.0620
283,0.82,3.9841,-0.0072,1.9299,2.0542,0.0131,+0.0251,4.6972,14.9897
284,0.80,3.9489,+0.0043,1.9138,2.0351,0.0129,+0.1501,4.6977,13.9956
285,0.81,3.9524,+0.0201,1.9226,2.0298,0.0168,+0.0947,4.2094,13.9262
286,0.80,3.9566,+0.0129,1.9142,2.0425,0.0120,+0.1365,4.9153,13.8579
287,0.79,3.9437,+0.0272,1.9082,2.0355,0.0192,+0.3803,4.0682,12.0919
