step,pmove,energy,energy_imag,potential,kinetic,variance,Lz,Lz_square,L_square
170,0.42,3.9923,+0.0175,1.9458,2.0465,0.0164,-0.3171,4.3858,14.9241
171,0.39,3.9475,-0.0068,1.9141,2.0334,0.0143,-0.2218,4.2336,12.8154
172,0.41,3.9330,+0.0095,1.9090,2.0240,0.0115,-0.1829,3.3585,12.6843
173,0.40,3.9733,+0.0012,1.9172,2.0561,0.0196,-0.2867,4.1077,13.1529
174,0.41,3.9650,+0.0000,1.9320,2.0330,0.0205,-0.3476,4.5703,14.2442
175,0.39,3.9422,-0.0055,1.9293,2.0129,0.0105,-0.0818,3.6453,13.8416
176,0.40,3.9640,-0.0023,1.9377,2.0263,0.0217,-0.3665,4.0821,14.7655
177,0.41,3.9599,+0.0046,1.9539,2.0060,0.0213,-0.3150,4.0351,13.8782
178,0.41,3.9598,-0.0052,1.9413,2.0185,0.0222,-0.1506,3.7967,15.4119
179,0.41,3.9534,+0.0105,1.9375,2.0159,0.0147,-0.0198,3.8486,14.4702
180,0.41,3.9482,+0.0038,1.9600,1.9882,0.0287,-0.3360,5.6781,15.5892
181,0.39,3.9689,+0.0052,1.9260,2.0429,0.0133,-0.3981,4.4590,14.5874
182,0.39,3.9925,-0.0027,1.9709,2.0216,0.0366,-0.2700,3.9197,14.0545
183,0.42,3.9687,-0.0111,1.9424,2.0263,0.0149,-0.0914,4.2356,13.2260
184,0.41,3.9577,+0.0114,1.9257,2.0320,0.0157,-0.0555,4.2414,13.6963
185,0.40,3.9468,+0.0117,1.9240,2.0228,0.0142,+0.0739,3.2039,12.4117
186,0.40,3.9643,+0.0116,1.9456,2.0187,0.0322,-0.0449,4.8998,15.4112
187,0.39,3.9643,+0.0009,1.9427,2.0216,0.0282,+0.2704,4.6331,14.7432
188,0.39,3.9562,-0.0135,1.9434,2.0128,0.0178,+0.0154,3.1485,13.4509
189,0.40,3.9553,-0.0040,1.9182,2.0371,0.0287,+0.0931,4.1366,14.0142
190,0.40,3.9341,+0.0049,1.9113,2.0228,0.0128,-0.0493,3.7434,12.8418
191,0.40,3.9574,+0.0167,1.9317,2.0257,0.0274,-0.0355,3.5671,13.4785
192,0.42,3.9618,-0.0235,1.9381,2.0237,0.0149,-0.0143,4.2162,14.5742
193,0.42,3.9517,+0.0047,1.9373,2.0144,0.0142,-0.1280,3.7766,13.4302
194,0.42,3.9713,-0.0017,1.9374,2.0339,0.0252,-0.0469,3.3088,13.8736
195,0.42,3.9444,-0.0016,1.9237,2.0208,0.0210,-0.0504,3.4078,11.4964
196,0.38,3.9526,+0.0165,1.9048,2.0478,0.0171,-0.0435,3.4181,12.6948
197,0.41,3.9668,+0.0017,1.9396,2.0272,0.0299,+0.1319,3.3581,13.5136
198,0.41,3.9467,+0.0206,1.9232,2.0235,0.0197,+0.0369,3.2536,12.3965
199,0.39,3.9800,-0.0073,1.9363,2.0437,0.0328,-0.2194,2.9528,12.5868
200,0.41,3.9603,-0.0059,1.9130,2.0474,0.0255,+0.1245,3.4909,12.0540
201,0.40,3.9486,+0.0042,1.8854,2.0632,0.0154,+0.1621,3.0559,12.3254
202,0.40,3.9838,+0.0053,1.9330,2.0509,0.0250,+0.0874,3.0940,13.1983
203,0.42,3.9726,-0.0016,1.9458,2.0268,0.0393,+0.0107,3.2965,12.3536
204,0.41,3.9698,+0.0015,1.9386,2.0311,0.0296,+0.2935,3.7937,14.7323
205,0.40,3.9454,+0.0059,1.9254,2.0200,0.0252,+0.3172,2.9248,12.5083
206,0.40,3.9542,-0.0097,1.9268,2.0274,0.0191,+0.1939,3.1862,13.2286
207,0.38,3.9453,-0.0053,1.9115,2.0338,0.0163,+0.1695,3.4069,10.9959
208,0.38,3.9550,+0.0033,1.9193,2.0357,0.0371,-0.0224,2.9585,12.0946
209,0.38,3.9534,+0.0070,1.9196,2.0337,0.0192,-0.0958,3.8705,12.5350
210,0.40,3.9638,+0.0147,1.9324,2.0314,0.0325,-0.0692,3.2317,12.7425
211,0.43,3.9615,-0.0010,1.9579,2.0036,0.0223,-0.1291,4.0199,14.0561
212,0.38,3.9496,+0.0031,1.9115,2.0381,0.0134,-0.2814,3.9689,12.0954
213,0.43,3.9561,-0.0075,1.9273,2.0288,0.0154,-0.2544,3.8764,12.6451
214,0.42,3.9538,+0.0054,1.9249,2.0289,0.0157,-0.3408,3.8168,12.5597
215,0.41,3.9518,+0.0162,1.9096,2.0422,0.0149,-0.5048,3.4213,11.8170
216,0.38,3.9450,-0.0026,1.9366,2.0085,0.0209,-0.3913,3.7419,11.8313
217,0.41,3.9536,-0.0060,1.9392,2.0144,0.0121,-0.3100,4.3052,13.1855
218,0.40,3.9516,+0.0164,1.9418,2.0097,0.0186,-0.3306,4.3997,12.3822
219,0.41,3.9527,-0.0045,1.9201,2.0326,0.0198,-0.1791,3.6759,11.4223
220,0.39,3.9696,+0.0078,1.9289,2.0407,0.0344,+0.1264,3.5744,12.9383
221,0.44,3.9574,+0.0036,1.9178,2.0396,0.0162,-0.1026,3.1586,12.4603
222,0.44,3.9972,-0.0170,1.9527,2.0445,0.0220,+0.1164,3.4661,12.5600
223,0.43,3.9634,-0.0029,1.9416,2.0218,0.0453,-0.0753,3.6902,11.9213
224,0.41,3.9525,-0.0117,1.9244,2.0281,0.0255,+0.0896,3.8558,11.5920
225,0.39,3.9376,-0.0224,1.9095,2.0281,0.0329,-0.0163,3.8774,10.8115
226,0.39,3.9355,+0.0061,1.9208,2.0147,0.0181,-0.0343,3.2346,10.2988
227,0.38,3.9567,-0.0104,1.9390,2.0177,0.0209,-0.0346,4.2271,13.6471
228,0.40,3.9685,-0.0185,1.9341,2.0344,0.0230,-0.0210,4.1222,12.9588
229,0.39,3.9561,-0.0076,1.9171,2.0390,0.0163,-0.2336,3.9015,12.3725
230,0.39,3.9725,+0.0044,1.9430,2.0295,0.0193,-0.1947,4.3463,12.7283
231,0.40,3.9633,-0.0012,1.9074,2.0558,0.0256,-0.0578,3.5541,12.1545
232,0.43,3.9529,-0.0106,1.9192,2.0336,0.0280,-0.2361,4.0128,11.9686
233,0.42,3.9505,+0.0046,1.9233,2.0273,0.0265,-0.0728,4.9677,12.6882
234,0.42,3.9492,-0.0054,1.9321,2.0172,0.0295,-0.1149,4.4164,11.9119
235,0.42,3.9630,+0.0030,1.9423,2.0208,0.0228,-0.2548,4.0245,12.1343
236,0.41,3.9662,-0.0023,1.9536,2.0126,0.0347,-0.3708,4.0565,12.2841
237,0.41,3.9473,+0.0089,1.9037,2.0437,0.0158,-0.2461,4.5042,12.5843
238,0.42,3.9710,-0.0132,1.9221,2.0489,0.0260,-0.0769,4.4129,11.7463
239,0.40,3.9474,+0.0146,1.9335,2.0140,0.0268,-0.1711,3.9214,11.8916
240,0.43,3.9568,+0.0135,1.9389,2.0179,0.0218,-0.3386,4.4194,13.0066
241,0.41,3.9458,+0.0135,1.9196,2.0262,0.0203,-0.0708,2.6517,11.4628
